id	isolate	country	continent	group	region	state	species	year	source	detailed_source	location	comments	date_entered	datestamp	clpA	clpX	nifS	pepX	pyrG	recG	rplB	uvrA	ST (MLST)
727	YM-07-86	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	19	59
728	YM-07-87	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	5	5	4	5	5	5	1	6	8
729	YM-07-88	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	9	1	1	7	1	6	1	10	14
730	YM-07-89	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	18	12	1	11	2	15	1	2	29
731	YM-07-90	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	21	1	15	8	1	18	4	7	38
732	YM-07-91	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
761	MR-07-1	USA	North America	new_england	Mount Riga SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.029, -73.431"	nymph	2015-01-29	2015-01-29	7	6	12	1	1	5	5	5	37
762	MR-07-4	USA	North America	new_england	Mount Riga SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.029, -73.431"	nymph	2015-01-29	2015-01-29	3	3	2	4	3	4	4	4	12
763	MR-07-5	USA	North America	new_england	Mount Riga SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.029, -73.431"	nymph	2015-01-29	2015-01-29	2	2	1	2	2	2	2	2	16
764	MR-07-6	USA	North America	new_england	Mount Riga SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.029, -73.431"	nymph	2015-01-29	2015-01-29	7	6	6	1	1	5	5	5	18
765	MR-07-9	USA	North America	new_england	Mount Riga SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.029, -73.431"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
766	MR-07-11	USA	North America	new_england	Mount Riga SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.029, -73.431"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
767	MR-07-12	USA	North America	new_england	Mount Riga SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.029, -73.431"	nymph	2015-01-29	2015-01-29	9	1	1	7	1	6	1	10	14
768	MR-07-13	USA	North America	new_england	Mount Riga SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.029, -73.431"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
769	MR-07-16	USA	North America	new_england	Mount Riga SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.029, -73.431"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
770	MR-07-17	USA	North America	new_england	Mount Riga SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.029, -73.431"	nymph	2015-01-29	2015-01-29	7	6	6	1	1	5	5	5	18
771	MR-07-19	USA	North America	new_england	Mount Riga SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.029, -73.431"	nymph	2015-01-29	2015-01-29	7	6	12	1	1	5	5	5	37
772	SG-07-1	USA	North America	new_england	Sleeping Giant SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.425, -72.896"	nymph	2015-01-29	2015-01-29	2	2	1	2	2	2	2	2	16
773	SG-07-2	USA	North America	new_england	Sleeping Giant SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.425, -72.896"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
793	LG-07-3	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
794	LG-07-5	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
795	LG-07-7	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
796	LG-07-8	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	22	1	5	8	1	18	11	10	40
797	LG-07-9	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	22	1	5	8	1	18	11	10	40
798	LG-07-10	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
799	LG-07-14	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
800	LG-07-15	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	4	4	3	3	3	3	3	3	19
801	LG-07-17	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
802	LG-07-18	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
803	LG-07-20	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
804	LG-07-21	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	19	59
805	LG-07-22	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
806	LG-07-24	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
807	LG-07-27	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.344, -72.764"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
848	MR-07-7	USA	North America	new_england	Mount Riga SP	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.029, -73.431"	nymph	2015-01-29	2015-01-29	4	1	1	117	1	6	1	7	269
853	YM-07-3	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	1	7	226
854	YM-07-19	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	1	7	226
855	YM-07-35	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	1	7	226
856	YM-07-38	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	1	7	226
857	YM-07-40	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	1	7	226
858	YM-07-43	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	1	7	226
859	YM-07-44	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	1	7	226
860	YM-07-48	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	1	7	226
861	YM-07-50	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	1	7	226
862	YM-07-66	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	1	7	226
863	YM-07-74	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	1	7	226
864	YM-07-93	USA	North America	new_england	Yale Myers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.953, -72.125"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	1	7	226
1073	29805	USA	North America	new_england		CT	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis		GenBank	2015-01-29	2015-01-29	3	3	2	4	3	4	4	4	12
2794	29805_wgs	USA	North America	new_england		CT	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2020-02-17	2024-03-05	3	3	2	4	3	4	4	4	12
3312	Bbcap15	USA	North America	new_england	Yale Meyers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.953, -72.125"	SAMN05289942	2022-03-24	2022-03-24	8	1	15	94	2	20	1	7	226
3313	Bbcap16	USA	North America	new_england	Yale Meyers Forest	CT	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.953, -72.125"	SAMN05289943	2022-03-24	2022-03-24	5	5	4	5	5	5	1	6	8
3321	Bbcap27	USA	North America	new_england	Mount Riga State Park	CT	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"42.029, -73.431"	SAMN05289954	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3322	Bbcap28	USA	North America	new_england	Mount Riga State Park	CT	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"42.029, -73.431"	SAMN05289955	2022-03-24	2022-03-24	7	6	6	1	1	5	5	5	18
3324	Bbcap30	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.344, -72.764"	SAMN05289958	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3325	Bbcap32	USA	North America	new_england	Lake Gaillard	CT	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.344, -72.764"	SAMN05289960	2022-03-24	2022-03-24	22	1	5	8	1	18	11	10	40
3336	CT-1807	USA	North America	new_england	Barn Island WMA	CT	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.3441, -71.8565"	SAMN05289975	2022-03-24	2022-03-24	9	1	1	1	1	15	1	223	1010
3337	CT-2408	USA	North America	new_england	50-Foot Cliff	CT	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.7898, -72.2213"	SAMN05289978	2022-03-24	2022-03-24	10	5	4	6	1	15	1	6	36
3338	CT-2422	USA	North America	new_england	50-Foot Cliff	CT	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.7898, -72.2213"	SAMN05289980	2022-03-24	2022-03-24	5	7	5	1	6	1	4	9	11
2043	15-1932	USA	North America	west_mw_us		IA	Borrelia burgdorferi sensu stricto	2014	human	PCR on Cerebro Spinal Fluid			2017-12-04	2018-01-03	8	1	1	14	2	6	1	10	48
426	2080802	USA	North America	east_mw_us	Castle Rock State Park	IL	Borrelia burgdorferi sensu stricto	2005	tick	Ixodes scapularis	"41.98586944, -89.360825"		2015-01-29	2015-01-29	18	12	1	11	2	15	1	2	29
1399	Mid315	USA	North America	east_mw_us	Castle Rock State Park	IL	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"41.97823, -89.36867"		2015-01-29	2015-01-29	5	5	4	114	1	15	1	6	302
1400	Mid327	USA	North America	east_mw_us	Castle Rock State Park	IL	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"41.97823, -89.36867"		2015-01-29	2015-01-29	3	3	2	4	3	4	4	4	12
1401	Mid337	USA	North America	east_mw_us	Castle Rock State Park	IL	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"41.97823, -89.36867"		2015-01-29	2015-01-29	8	1	1	1	4	16	1	7	32
1402	Mid352	USA	North America	east_mw_us	Castle Rock State Park	IL	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"41.97823, -89.36867"		2015-01-29	2015-01-29	3	119	2	2	3	4	4	4	390
1407	Mid761	USA	North America	east_mw_us	Fort Sheridan (Lake Co.)	IL	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"42.21857, -87.814156"		2015-01-29	2015-01-29	24	14	4	18	11	19	1	12	56
1408	Mid762	USA	North America	east_mw_us	Fort Sheridan (Lake Co.)	IL	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"42.21857, -87.814156"		2015-01-29	2015-01-29	8	1	1	14	2	6	1	10	48
1409	Mid787	USA	North America	east_mw_us	Fort Sheridan (Lake Co.)	IL	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"42.21857, -87.814156"		2015-01-29	2015-01-29	12	120	1	2	1	16	2	2	393
1421	Mid331	USA	North America	east_mw_us	Castle Rock State Park	IL	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"41.97823, -89.36867"		2015-01-29	2015-01-29	12	1	1	7	112	6	1	10	301
1398	Mid054	USA	North America	east_mw_us	Tippecanoe	IN	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"41.11702, -86.60069"		2015-01-29	2015-01-29	7	6	12	1	2	5	5	83	223
1411	C6	USA	North America	east_mw_us	Tippecanoe	IN	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"41.11702, -86.60069"		2015-01-29	2015-01-29	4	4	3	3	3	3	3	3	19
1412	C14	USA	North America	east_mw_us	Tippecanoe	IN	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis	"41.11702, -86.60069"		2015-01-29	2015-01-29	8	1	15	94	2	20	76	7	395
8	297	USA	North America	new_england	Massachusetts	MA	Borrelia burgdorferi sensu stricto		human	CSF			2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
16	JD1	USA	North America	new_england	Massachusetts	MA	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2015-01-29	2015-01-29	5	7	5	1	6	1	4	9	11
740	MO-07-1	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	2	2	1	2	2	2	2	2	16
741	MO-07-2	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	7	6	12	1	1	5	5	5	37
742	MO-07-3	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	8	1	1	1	4	6	1	7	4
743	MO-07-4	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
744	MO-07-5	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	7	6	12	1	1	5	5	5	37
745	MO-07-6	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	10	5	4	6	1	15	1	6	36
746	MO-07-7	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	3	3	2	4	3	4	4	4	12
747	MO-07-9	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	7	6	12	1	1	5	5	5	37
748	MO-07-11	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	7	6	12	1	1	5	5	5	37
749	MO-07-12	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	7	6	12	1	1	5	5	5	37
750	MO-07-13	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
751	MO-07-15	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	7	6	12	1	1	5	5	5	37
752	MO-07-17	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	8	1	1	7	1	6	1	10	34
753	MO-07-20	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	2	2	1	2	2	2	2	2	16
754	MO-07-21	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	9	1	1	7	1	6	1	10	14
755	MO-07-26	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	3	3	2	4	3	4	4	4	12
756	MO-07-27	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	2	2	1	2	2	2	2	2	16
757	MO-07-28	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
758	MO-07-29	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	7	6	12	1	1	5	5	5	37
759	MO-07-30	USA	North America	new_england	Moore SP	MA	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"42.31, -71.956"	nymph	2015-01-29	2015-01-29	4	4	3	3	3	3	3	3	19
2776	JD1_wgs	USA	North America	new_england	Massachusetts	MA	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2020-02-17	2024-03-05	5	7	5	1	6	1	4	9	11
3194	N20	USA	North America	new_england	Nantucket	MA	Borrelia burgdorferi sensu stricto	2015	human	"skin, localized"			2021-06-17	2021-06-17	6	1	5	1	230	242	1	224	797
3196	N33	USA	North America	new_england	Nantucket	MA	Borrelia burgdorferi sensu stricto	2015	human	"skin, localized"			2021-06-17	2021-06-17	253	1	1	1	1	6	1	7	798
3316	Bbcap21	USA	North America	new_england	Moorse State Park	MA	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"42.31, -71.956"	SAMN05289948	2022-03-24	2022-03-24	2	2	1	2	2	2	2	2	16
3317	Bbcap22	USA	North America	new_england	Moorse State Park	MA	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"42.31, -71.956"	SAMN05289949	2022-03-24	2022-03-24	1	1	1	1	1	1	1	1	1
3318	Bbcap23	USA	North America	new_england	Moorse State Park	MA	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"42.31, -71.956"	SAMN05289950	2022-03-24	2022-03-24	7	6	12	1	1	5	5	5	37
3319	Bbcap25	USA	North America	new_england	Moorse State Park	MA	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"42.31, -71.956"	SAMN05289952	2022-03-24	2022-03-24	4	4	3	3	3	3	3	3	19
3360	MA-1670	USA	North America	new_england	Manuel F. Correllus State Forest	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.4052, -70.5975"	SAMN05290024	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3361	MA-1720	USA	North America	new_england	Squam Swamp	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.3197, -70.0027"	SAMN05290026	2022-03-24	2022-03-24	22	1	5	8	1	18	11	10	40
3362	MA-1729	USA	North America	new_england	Squam Swamp	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.3197, -70.0027"	SAMN05290028	2022-03-24	2022-03-24	5	7	5	1	6	1	4	9	11
3363	MA-1834	USA	North America	new_england	Wompatuck State Park	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"42.2078, -70.85"	SAMN05290029	2022-03-24	2022-03-24	2	2	1	2	2	2	2	2	16
3364	MA-1839	USA	North America	new_england	Wompatuck State Park	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"42.2078, -70.85"	SAMN05290030	2022-03-24	2022-03-24	8	1	1	1	4	6	1	7	4
3365	MA-1927	USA	North America	new_england	Mount Holyoke Range State Park	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"42.2962, -72.5278"	SAMN05290031	2022-03-24	2022-03-24	4	1	1	1	1	6	1	1	1016
3366	MA-1928	USA	North America	new_england	Mount Holyoke Range State Park	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"42.2962, -72.5278"	SAMN05290032	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3367	MA-2294	USA	North America	new_england	Quashnet River State Park	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.5949, -70.5076"	SAMN05290034	2022-03-24	2022-03-24	6	1	5	1	230	242	1	224	797
3368	MA-2296	USA	North America	new_england	Quashnet River State Park	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.5949, -70.5076"	SAMN05290035	2022-03-24	2022-03-24	1	1	1	1	1	1	1	1	1
3369	MA-2363	USA	North America	new_england	Cuttyhunk	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.4205, -70.9367"	SAMN05290036	2022-03-24	2022-03-24	5	7	5	1	6	1	4	9	11
3370	MA-2552	USA	North America	new_england	Townsend State Forest	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"42.6967, -71.7221"	SAMN05290039	2022-03-24	2022-03-24	8	1	1	1	4	6	1	7	4
3371	MA-2554	USA	North America	new_england	Townsend State Forest	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"42.6967, -71.7221"	SAMN05290040	2022-03-24	2022-03-24	6	1	5	1	1	7	1	8	7
3372	MA-2678	USA	North America	new_england	Nickerson State Park	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.7606, -70.016"	SAMN05290041	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3373	MA-2682	USA	North America	new_england	Nickerson State Park	MA	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.7606, -70.016"	SAMN05290042	2022-03-24	2022-03-24	6	1	5	1	1	6	1	7	1017
412	114311	USA	North America	dc_adjacent	Elk Neck State Park	MD	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"39.48381667, -75.97185"		2015-01-29	2015-01-29	5	7	5	1	6	1	4	9	11
415	113616	USA	North America	dc_adjacent	Elk Neck State Park	MD	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"39.48381667, -75.97185"		2015-01-29	2015-01-29	9	1	1	7	1	6	1	10	14
472	114212	USA	North America	dc_adjacent	Elk Neck State Park	MD	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"39.47778333, -75.98025"		2015-01-29	2015-01-29	6	1	5	1	1	7	1	1	58
3570	15-0078	USA	North America	dc_adjacent		MD	Borrelia burgdorferi sensu stricto	2014	human	Synovial Fluid			2023-05-04	2023-05-04	4	1	1	1	224	6	1	217	754
397	16812	USA	North America	new_england	Crescent Beach State Park	ME	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"43.5647, -70.2384"		2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
405	16901	USA	North America	new_england	Crescent Beach State Park	ME	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"43.56013333, -70.23496667"		2015-01-29	2015-01-29	8	1	1	1	4	6	1	7	4
411	15506	USA	North America	new_england	Crescent Beach State Park	ME	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"43.57486667, -70.2466"		2015-01-29	2015-01-29	10	5	4	6	1	6	1	6	9
414	15912	USA	North America	new_england	Crescent Beach State Park	ME	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"43.56013333, -70.23496667"		2015-01-29	2015-01-29	9	1	1	7	1	6	1	10	14
416	15702	USA	North America	new_england	Crescent Beach State Park	ME	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes scapularis	"43.56511667, -70.23728333"		2015-01-29	2015-01-29	7	6	6	1	1	5	5	5	18
